    title,release_year,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
In Our Mothers' Gardens,2021,84,['documentation'],['US'],,tt14369930,8.6,124.0,2.31,
Arlo the Alligator Boy,2021,90,"['animation', 'comedy', 'family']",['US'],,tt13454122,6.5,1079.0,29.882,6.9
Mo Amer: Mohammed in Texas,2021,64,['comedy'],['US'],,tt15845288,6.5,568.0,4.301,4.3
Monster Hunter: Legends of the Guild,2021,58,['fantasy'],['US'],,,,,22.317,5.7
Montford: The Chickasaw Rancher,2021,96,"['drama', 'western', 'history']",['US'],,tt6704894,6.7,681.0,2.57,6.0
Sex: Unzipped,2021,59,"['comedy', 'documentation']",['US'],,tt15523050,2.5,395.0,6.184,3.8
Secret Magic Control Agency,2021,104,"['fantasy', 'comedy', 'family', 'animation']","['RU', 'US']",,tt13932162,6.2,3948.0,68.203,7.2
LOL Surprise: The Movie,2021,47,['animation'],['US'],,,,,143.79,6.9
Untold: Caitlyn Jenner,2021,69,"['documentation', 'sport']",['US'],,tt15101946,6.4,2384.0,6.613,6.6
Puff: Wonders of the Reef,2021,59,"['documentation', 'family']","['AU', 'US']",,tt15753666,7.1,743.0,32.746,7.7
Creating The Queen's Gambit,2021,14,['documentation'],['US'],,tt13818410,6.9,577.0,14.162,7.9
Honey Girls,2021,90,"['family', 'music', 'comedy']",['US'],,tt11847606,5.0,154.0,9.388,5.1
Resort to Love,2021,101,"['comedy', 'romance']",['US'],,tt12929990,5.7,5586.0,62.295,7.3
Cobra Kai - The Afterparty,2021,34,[],['US'],,,,,1.4,
You vs. Wild: Out Cold,2021,25,['action'],['US'],,tt15250050,5.3,102.0,5.629,5.6
Headspace Unwind you Mind,2021,15,"['animation', 'documentation']",['US'],,tt14684160,7.2,132.0,10.43,6.7
Dolly Parton: A MusiCares Tribute,2021,55,"['music', 'documentation']",['US'],,tt14299926,6.6,226.0,3.813,7.3
And Tomorrow the Entire World,2021,111,"['crime', 'romance', 'drama']","['DE', 'FR']",,tt7716120,6.0,3095.0,5.162,5.8
Accomplice,2021,52,['documentation'],"['IL', 'US']",,tt13947978,7.2,361.0,4.318,7.6
"Strip Down, Rise Up",2021,112,['documentation'],['US'],,tt13787118,5.3,634.0,15.881,6.9
The Characters of the Continent,2021,9,['documentation'],['US'],,tt16740216,6.6,56.0,1.563,
"Crack: Cocaine, Corruption & Conspiracy",2021,89,"['documentation', 'crime', 'history']",['US'],,tt13649700,6.7,3260.0,15.734,6.6
The Upshaws - The Afterparty,2021,32,[],['US'],,,,,1.887,7.7
Johnny Test's Ultimate Meatloaf Quest,2021,20,"['animation', 'family']",['US'],,tt15717738,7.0,24.0,4.462,2.5
What Would Sophia Loren Do?,2021,33,['documentation'],['US'],,,,,3.867,6.7
Sisters on Track,2021,96,"['documentation', 'sport']",['US'],,tt9337574,5.8,195.0,15.497,7.2
Sam Smith: Love Goes – Live at Abbey Road Studios,2021,61,"['documentation', 'music']",['US'],,,,,4.951,8.7
The Four of Us,2021,88,"['comedy', 'drama', 'romance']",['DE'],,tt15360916,5.3,954.0,22.754,5.5
Hostage House,2021,90,['thriller'],['US'],,tt13033790,3.9,826.0,5.541,6.8
Convergence: Courage in a Crisis,2021,113,['documentation'],"['US', 'GB']",,tt15398694,5.4,252.0,9.258,5.2
Ginny & Georgia - The Afterparty,2021,35,[],"['US', 'CA']",,,,,7.61,7.8
My Heroes Were Cowboys,2021,23,['documentation'],['US'],,tt15084326,,,3.688,7.7
Bling Empire - The Afterparty,2021,35,[],['US'],,,,,,
Dad Stop Embarrassing Me - The Afterparty,2021,37,[],['US'],,,,,1.06,10.0
My Bride,2021,93,"['comedy', 'drama', 'romance']",['EG'],,tt14216488,4.9,281.0,2.923,5.3
The Adam Project,2022,106,"['drama', 'action', 'comedy', 'scifi']",['US'],,tt2463208,6.7,156603.0,919.599,7.0
Operation Mincemeat,2022,128,"['drama', 'war']","['GB', 'US']",,tt1879016,6.9,1972.0,43.158,6.7
Metal Lords,2022,97,"['drama', 'comedy', 'music']",['US'],,tt12141112,6.7,19689.0,343.77,6.8
The Bubble,2022,126,['comedy'],['US'],,tt13610562,4.7,20080.0,250.543,4.9
White Hot: The Rise & Fall of Abercrombie & Fitch,2022,88,['documentation'],['US'],,tt19034522,5.6,1184.0,10.804,5.7
Windfall,2022,92,"['thriller', 'crime', 'drama']",['US'],,tt15035360,5.7,17218.0,133.608,5.3
Apollo 10½:  A Space Age Childhood,2022,98,"['comedy', 'action', 'animation', 'romance', 'family', 'horror', 'drama', 'scifi']","['NL', 'US']",,tt7978758,7.3,4932.0,12.34,7.1
The Mystery of Marilyn Monroe: The Unheard Tapes,2022,101,['documentation'],['US'],,tt19034332,6.2,2233.0,205.417,6.3
Our Father,2022,97,['crime'],['US'],,,,,48.759,6.1
Return to Space,2022,128,['documentation'],['US'],,tt18555320,7.3,3270.0,35.747,6.3
Along for the Ride,2022,106,"['romance', 'drama']",['US'],,tt14506528,6.0,1432.0,229.844,6.8
Texas Chainsaw Massacre,2022,83,"['thriller', 'crime', 'horror']",['US'],,tt11755740,4.8,45810.0,437.842,5.1
Downfall: The Case Against Boeing,2022,89,['documentation'],['US'],,tt11893274,7.4,9428.0,31.888,7.2
Rumspringa - Ein Amish in Berlin,2022,102,"['drama', 'comedy']",['DE'],,tt19352286,5.3,257.0,65.905,5.9
Home Team,2022,99,"['comedy', 'sport']",['US'],,tt14592064,6.0,16320.0,92.767,6.8
A Farewell to Ozark,2022,30,['documentation'],['US'],,,,,20.664,
Brazen,2022,94,"['thriller', 'crime', 'drama', 'romance']",['US'],,tt13978306,4.0,11224.0,276.527,4.9
Oprah + Viola: A Netflix Special Event,2022,48,[],['US'],,tt19404044,,,5.85,5.0
Marmaduke,2022,88,"['comedy', 'animation']","['CA', 'US']",,tt8746404,3.0,276.0,99.429,5.4
Fistful of Vengeance,2022,94,"['fantasy', 'action', 'crime', 'drama']",['US'],,tt14158554,4.5,5985.0,829.005,5.4
Ali Wong: Don Wong,2022,59,['comedy'],['US'],,tt17542000,6.5,1828.0,5.408,7.0
Tyler Perry's A Madea Homecoming,2022,105,"['comedy', 'drama', 'romance']",['US'],,tt14813966,5.6,3447.0,243.742,6.9
Ronny Chieng: Speakeasy,2022,60,['comedy'],['US'],,tt18830896,,,5.518,6.6
The Royal Treatment,2022,96,"['romance', 'comedy', 'family']",['US'],,tt13989030,5.2,8127.0,109.801,6.7
Aziz Ansari: Nightclub Comedian,2022,29,['comedy'],['US'],,tt17005964,7.0,1964.0,3.915,6.7
The Privilege,2022,107,"['scifi', 'thriller', 'drama', 'horror']",['DE'],,tt14637290,4.6,3900.0,415.203,5.1
Tall Girl 2,2022,97,"['romance', 'comedy', 'drama', 'family']",['US'],,tt16085592,4.7,3916.0,88.374,5.8
Surviving Paradise: A Family Tale,2022,78,['documentation'],"['US', 'GB']",,tt18059108,7.5,551.0,75.026,6.4
Forgive Us Our Trespasses,2022,13,['drama'],['US'],,tt17162524,6.5,,71.392,6.4
Behind the Scenes With Jane Campion,2022,17,['documentation'],['US'],,,,,3.181,7.0
Latte and the Magic Waterstone,2022,89,"['comedy', 'animation', 'family', 'european']","['BE', 'DE']",,tt9038290,5.6,938.0,27.541,7.0
